clusterID,ori_lat,ori_lng,dest_lat,dest_lng,flowNum,flowCount
305.0,22.51445403,113.91841,22.5039882,113.9149509,1.0,21.0
306.0,22.5195832,113.9441159,22.53287857,113.9575926,2.0,22.0
307.0,22.52278937,113.8890774,22.52273163,113.9088695,1.0,21.0
308.0,22.51919465,113.9332076,22.53210632,113.918518,1.0,21.0
309.0,22.5229531,113.9281622,22.51825457,113.9141686,1.0,20.0
310.0,22.49613026,113.9186972,22.50483049,113.9240328,1.0,20.0
311.0,22.51490573,113.9392088,22.51456784,113.9237759,1.0,20.0
313.0,22.51031448666667,113.92431529999999,22.494917743333332,113.92621243333333,3.0,28.0
314.0,22.52081199,113.9212125,22.53210632,113.918518,1.0,20.0
315.0,22.49613026,113.9186972,22.49133041,113.9251423,2.0,22.0
316.0,22.535551285,113.9123658,22.53117593,113.8972462,2.0,21.0
317.0,22.53210632,113.918518,22.51919465,113.9332076,1.0,20.0
318.0,22.49490753,113.9260922,22.49613026,113.9186972,2.0,21.0
319.0,22.522747369999998,113.92811135,22.50565173,113.9191966,2.0,21.0
320.0,22.53234008,113.9384312,22.51919465,113.9332076,1.0,20.0
321.0,22.53234008,113.9384312,22.51934534,113.9432489,1.0,20.0
322.0,22.49613026,113.9186972,22.50561336,113.9287441,1.0,20.0
323.0,22.51985924,113.9229437,22.52782634,113.9230867,1.0,20.0
324.0,22.536016013333334,113.92280896666666,22.522815946666665,113.92812829999998,3.0,23.0
325.0,22.51445403,113.91841,22.524746545,113.9167853,2.0,24.0
326.0,22.530613785,113.91664475,22.53234008,113.9384312,2.0,40.0
327.0,22.49613026,113.9186972,22.50565173,113.9191966,1.0,20.0
328.0,22.49298817,113.9293519,22.49109274,113.9198366,1.0,20.0
329.0,22.52353238,113.8989876,22.52273163,113.9088695,1.0,20.0
330.0,22.4962247,113.9284344,22.49142112,113.9144863,1.0,20.0
331.0,22.51445403,113.91841,22.52017943,113.9161761,1.0,20.0
332.0,22.49142112,113.9144863,22.50565173,113.9191966,1.0,20.0
333.0,22.52285792,113.9177601,22.51490573,113.9392088,1.0,20.0
334.0,22.50026869,113.9145046,22.491602420000003,113.92529466666667,3.0,33.0
335.0,22.526429635,113.92180985,22.53234008,113.9384312,2.0,27.0
336.0,22.50026869,113.9145046,22.49613026,113.9186972,1.0,20.0
337.0,22.49142112,113.9144863,22.4962247,113.9284344,1.0,20.0
340.0,22.52710773,113.9146163,22.52285792,113.9177601,1.0,20.0
341.0,22.52285792,113.9177601,22.535551285,113.9123658,2.0,21.0
342.0,22.50089007,113.9245528,22.49493817,113.9264529,1.0,20.0
343.0,22.51363227,113.90148357999999,22.54093582,113.90750740000001,5.0,24.0
344.0,22.52273163,113.9088695,22.51992388,113.9048235,1.0,20.0
345.0,22.51300825,113.8799147,22.504848745,113.89085725000001,2.0,21.0
346.0,22.49420056,113.9210162,22.49142112,113.9144863,1.0,20.0
347.0,22.53023343,113.9161947,22.52285792,113.9177601,1.0,20.0
349.0,22.494917743333332,113.92621243333333,22.51031448666667,113.92431529999999,3.0,31.0
350.0,22.52285792,113.9177601,22.53234008,113.9384312,1.0,19.0
351.0,22.521489245,113.91232175,22.51445403,113.91841,2.0,22.0
352.0,22.51589321,113.93951775,22.54171161,113.9479543,2.0,21.0
353.0,22.51934534,113.9432489,22.51573982,113.92534835000001,2.0,24.0
354.0,22.51934534,113.9432489,22.52362644,113.9482447,1.0,19.0
355.0,22.522506065,113.9085741,22.52362644,113.9482447,2.0,20.0
356.0,22.52273163,113.9088695,22.51825457,113.9141686,1.0,19.0
357.0,22.522506065,113.9085741,22.51007495,113.9243135,2.0,20.0
358.0,22.52520559,113.911161,22.51007495,113.9243135,1.0,19.0
359.0,22.51919465,113.9332076,22.526953595000002,113.9146614,2.0,23.0
360.0,22.51445403,113.91841,22.54093582,113.9075074,1.0,19.0
361.0,22.50565173,113.9191966,22.50624312,113.9105087,1.0,19.0
362.0,22.53234008,113.9384312,22.51985924,113.9229437,1.0,19.0
363.0,22.52391702,113.968766,22.52213763,113.9583136,1.0,19.0
364.0,22.52804613,113.9332156,22.5229531,113.9281622,1.0,19.0
365.0,22.50872193,113.9329513,22.49490753,113.9260922,2.0,21.0
366.0,22.5244285,113.9506082,22.53287857,113.9575926,1.0,19.0
367.0,22.53210632,113.918518,22.51971787,113.9104295,1.0,19.0
368.0,22.53210632,113.918518,22.517144345,113.91757095,2.0,21.0
369.0,22.50934554,113.885254,22.504848745,113.89085725000001,2.0,21.0
370.0,22.51445403,113.91841,22.50898084,113.9148553,1.0,19.0
371.0,22.52620174,113.9218093,22.53210632,113.918518,1.0,19.0
372.0,22.526953595000002,113.9146614,22.51007495,113.9243135,2.0,20.0
373.0,22.51007495,113.9243135,22.491602420000003,113.92529466666667,3.0,37.0
374.0,22.53210632,113.918518,22.50565173,113.9191966,1.0,19.0
375.0,22.5311858,113.91385986666667,22.522815946666665,113.92812829999998,3.0,26.0
376.0,22.53287857,113.9575926,22.5244285,113.9506082,1.0,19.0
377.0,22.52391702,113.968766,22.53263513,113.9474542,1.0,19.0
378.0,22.49799756,113.8824172,22.50452558,113.880659,1.0,19.0
379.0,22.54149648,113.9190239,22.52285792,113.9177601,1.0,19.0
380.0,22.522248740000002,113.91755345,22.54196996,113.9272846,2.0,22.0
381.0,22.48688912,113.9095947,22.49109274,113.9198366,1.0,19.0
