who,origin_lat,origin_lng,destination_lat,destination_lng,age,gender,index,count,lng,lat,id,cluster,ori_cluster,dest_cluster,fnid_o,fnid_d,similarity
10479680,22.48688912,113.9095947,22.49104785,113.9254487,8,1,2196,2,113.9175217,22.488968485,13675,397,165,321,6134.0,6855.0,0.0006891098337480863
5117593,22.48760698,113.9106172,22.49214644,113.9255994,9,1,2424,9,113.9181083,22.48987671,1320,397,167,321,6492.0,7212.0,0.0017917628339095223
16939681,22.48760698,113.9106172,22.49214644,113.9255994,5,2,2424,9,113.9181083,22.48987671,1320,397,168,322,6492.0,7212.0,0.0017917628339095223
25772588,22.48760698,113.9106172,22.49214644,113.9255994,10,2,2424,9,113.9181083,22.48987671,1320,397,168,322,6492.0,7212.0,0.0017917628339095223
25772588,22.48760698,113.9106172,22.49214644,113.9255994,10,2,2424,9,113.9181083,22.48987671,1320,397,168,322,6492.0,7212.0,0.0017917628339095223
31598858,22.48760698,113.9106172,22.49214644,113.9255994,6,2,2424,9,113.9181083,22.48987671,1320,397,168,322,6492.0,7212.0,0.0017917628339095223
31598858,22.48760698,113.9106172,22.49214644,113.9255994,6,2,2424,9,113.9181083,22.48987671,1320,397,168,322,6492.0,7212.0,0.0017917628339095223
32297904,22.48760698,113.9106172,22.49214644,113.9255994,10,2,2424,9,113.9181083,22.48987671,1320,397,168,322,6492.0,7212.0,0.0017917628339095223
33457679,22.48760698,113.9106172,22.49214644,113.9255994,5,1,2424,9,113.9181083,22.48987671,1320,397,167,321,6492.0,7212.0,0.0017917628339095223
54987857,22.48760698,113.9106172,22.49214644,113.9255994,5,2,2424,9,113.9181083,22.48987671,1320,397,168,322,6492.0,7212.0,0.0017917628339095223
7967336,22.48602467,113.9102484,22.49161297,113.9248359,9,1,1758,18,113.91754215,22.48881882,397,397,169,321,6135.0,6854.0,0.004584084770106734
12864300,22.48602467,113.9102484,22.49161297,113.9248359,7,2,1758,18,113.91754215,22.48881882,397,397,170,322,6135.0,6854.0,0.004584084770106734
26571609,22.48602467,113.9102484,22.49161297,113.9248359,5,2,1758,18,113.91754215,22.48881882,397,397,170,322,6135.0,6854.0,0.004584084770106734
49575095,22.48602467,113.9102484,22.49161297,113.9248359,6,1,1758,18,113.91754215,22.48881882,397,397,169,321,6135.0,6854.0,0.004584084770106734
67550263,22.48602467,113.9102484,22.49161297,113.9248359,7,1,1758,18,113.91754215,22.48881882,397,397,169,321,6135.0,6854.0,0.004584084770106734
68440991,22.48602467,113.9102484,22.49161297,113.9248359,5,1,1758,18,113.91754215,22.48881882,397,397,169,321,6135.0,6854.0,0.004584084770106734
68440991,22.48602467,113.9102484,22.49161297,113.9248359,5,1,1758,18,113.91754215,22.48881882,397,397,169,321,6135.0,6854.0,0.004584084770106734
72917445,22.48602467,113.9102484,22.49161297,113.9248359,6,2,1758,18,113.91754215,22.48881882,397,397,170,322,6135.0,6854.0,0.004584084770106734
72917445,22.48602467,113.9102484,22.49161297,113.9248359,6,2,1758,18,113.91754215,22.48881882,397,397,170,322,6135.0,6854.0,0.004584084770106734
72917445,22.48602467,113.9102484,22.49161297,113.9248359,6,2,1758,18,113.91754215,22.48881882,397,397,170,322,6135.0,6854.0,0.004584084770106734
72917445,22.48602467,113.9102484,22.49161297,113.9248359,6,2,1758,18,113.91754215,22.48881882,397,397,170,322,6135.0,6854.0,0.004584084770106734
72917445,22.48602467,113.9102484,22.49161297,113.9248359,6,2,1758,18,113.91754215,22.48881882,397,397,170,322,6135.0,6854.0,0.004584084770106734
73246084,22.48602467,113.9102484,22.49161297,113.9248359,10,1,1758,18,113.91754215,22.48881882,397,397,169,321,6135.0,6854.0,0.004584084770106734
75763531,22.48602467,113.9102484,22.49161297,113.9248359,5,1,1758,18,113.91754215,22.48881882,397,397,169,321,6135.0,6854.0,0.004584084770106734
75763531,22.48602467,113.9102484,22.49161297,113.9248359,5,1,1758,18,113.91754215,22.48881882,397,397,169,321,6135.0,6854.0,0.004584084770106734
75763531,22.48602467,113.9102484,22.49161297,113.9248359,5,1,1758,18,113.91754215,22.48881882,397,397,169,321,6135.0,6854.0,0.004584084770106734
75763531,22.48602467,113.9102484,22.49161297,113.9248359,5,1,1758,18,113.91754215,22.48881882,397,397,169,321,6135.0,6854.0,0.004584084770106734
76599916,22.48602467,113.9102484,22.49161297,113.9248359,8,2,1758,18,113.91754215,22.48881882,397,397,170,322,6135.0,6854.0,0.004584084770106734
8788743,22.48760698,113.9106172,22.49161297,113.9248359,6,1,2421,15,113.91772655,22.489609975,570,397,167,321,6492.0,6854.0,0.0061027272741740034
8788743,22.48760698,113.9106172,22.49161297,113.9248359,6,1,2421,15,113.91772655,22.489609975,570,397,167,321,6492.0,6854.0,0.0061027272741740034
8788743,22.48760698,113.9106172,22.49161297,113.9248359,6,1,2421,15,113.91772655,22.489609975,570,397,167,321,6492.0,6854.0,0.0061027272741740034
25223331,22.48760698,113.9106172,22.49161297,113.9248359,5,1,2421,15,113.91772655,22.489609975,570,397,167,321,6492.0,6854.0,0.0061027272741740034
25223331,22.48760698,113.9106172,22.49161297,113.9248359,5,1,2421,15,113.91772655,22.489609975,570,397,167,321,6492.0,6854.0,0.0061027272741740034
25223331,22.48760698,113.9106172,22.49161297,113.9248359,5,1,2421,15,113.91772655,22.489609975,570,397,167,321,6492.0,6854.0,0.0061027272741740034
25223331,22.48760698,113.9106172,22.49161297,113.9248359,5,1,2421,15,113.91772655,22.489609975,570,397,167,321,6492.0,6854.0,0.0061027272741740034
38665795,22.48760698,113.9106172,22.49161297,113.9248359,7,2,2421,15,113.91772655,22.489609975,570,397,168,322,6492.0,6854.0,0.0061027272741740034
38665795,22.48760698,113.9106172,22.49161297,113.9248359,7,2,2421,15,113.91772655,22.489609975,570,397,168,322,6492.0,6854.0,0.0061027272741740034
55334709,22.48760698,113.9106172,22.49161297,113.9248359,16,1,2421,15,113.91772655,22.489609975,570,397,167,321,6492.0,6854.0,0.0061027272741740034
57670706,22.48760698,113.9106172,22.49161297,113.9248359,12,2,2421,15,113.91772655,22.489609975,570,397,168,322,6492.0,6854.0,0.0061027272741740034
57670706,22.48760698,113.9106172,22.49161297,113.9248359,12,2,2421,15,113.91772655,22.489609975,570,397,168,322,6492.0,6854.0,0.0061027272741740034
61967202,22.48760698,113.9106172,22.49161297,113.9248359,10,1,2421,15,113.91772655,22.489609975,570,397,167,321,6492.0,6854.0,0.0061027272741740034
